,0
vm_percent,23.433333333333334
swap_percent,0.5
cpuloadavg_1min,28.452555338541668
cpuloadavg_5min,17.809041341145832
cpu_0,2150.0276666666664
cpu_1,2803.9643333333333
cpu_psi_total,667110058.3333334
mem_psi_total,106372648.0
io_psi_total,30486139756.666668
acc,26.000002026557922
prune_config,ln_structured
prune_ratio,0.6000000000000001
model_name,vgg16
batchsz_arg,4
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
