,0
vm_percent,25.433333333333334
swap_percent,0.0
cpuloadavg_1min,11.283365885416666
cpuloadavg_5min,14.36767578125
cpu_0,4069.3610000000003
cpu_1,4162.640333333334
cpu_psi_total,125374720.33333333
mem_psi_total,220651.0
io_psi_total,963907219.0
acc,47.600001096725464
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,8
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
