,0
vm_percent,23.933333333333334
swap_percent,0.5
cpuloadavg_1min,20.078531901041668
cpuloadavg_5min,15.71044921875
cpu_0,3459.1819999999993
cpu_1,2840.6749999999997
cpu_psi_total,660984218.0
mem_psi_total,106372648.0
io_psi_total,30445735777.666668
acc,72.40000367164612
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,8
num_workers_arg,8
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
