,0
vm_percent,26.133333333333336
swap_percent,0.0
cpuloadavg_1min,35.378689236111114
cpuloadavg_5min,24.095323350694443
cpu_0,3717.2246666666665
cpu_1,1782.073333333333
cpu_psi_total,174479726.33333334
mem_psi_total,223036.0
io_psi_total,1034561755.0
acc,64.60000276565552
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,googlenet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
