,0
vm_percent,25.833333333333332
swap_percent,0.0
cpuloadavg_1min,11.758083767361109
cpuloadavg_5min,14.946831597222221
cpu_0,3516.3783333333336
cpu_1,3542.9339999999997
cpu_psi_total,127890325.66666667
mem_psi_total,220651.0
io_psi_total,967128229.6666666
acc,36.20000183582306
prune_config,random_unstructured
prune_ratio,0.5
model_name,alexnet
batchsz_arg,4
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
