,0
vm_percent,26.983333333333334
swap_percent,0.0
cpuloadavg_1min,13.887532552083334
cpuloadavg_5min,14.321560329861109
cpu_0,3935.5088333333338
cpu_1,3414.893666666667
cpu_psi_total,148274669.16666666
mem_psi_total,220651.0
io_psi_total,1003374753.6666666
acc,70.20000219345093
prune_config,random_unstructured
prune_ratio,0.2
model_name,vgg16
batchsz_arg,8
num_workers_arg,4
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
