,0
vm_percent,25.899999999999995
swap_percent,0.0
cpuloadavg_1min,13.685438368055555
cpuloadavg_5min,14.817979600694445
cpu_0,3913.2946666666667
cpu_1,3911.944333333333
cpu_psi_total,110915124.33333333
mem_psi_total,217134.0
io_psi_total,945078417.6666666
acc,53.800004720687866
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,32
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
