,0
vm_percent,21.266666666666666
swap_percent,0.5
cpuloadavg_1min,15.412394205729166
cpuloadavg_5min,14.617919921875
cpu_0,3427.425333333333
cpu_1,2260.498666666667
cpu_psi_total,642715163.3333334
mem_psi_total,106372248.0
io_psi_total,30342902630.0
acc,55.400002002716064
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,4
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
