,0
vm_percent,24.433333333333334
swap_percent,0.0
cpuloadavg_1min,25.322808159722225
cpuloadavg_5min,22.0703125
cpu_0,3759.4396666666667
cpu_1,3800.8486666666668
cpu_psi_total,171889736.33333334
mem_psi_total,223035.0
io_psi_total,1031744560.6666666
acc,71.20000123977661
prune_config,random_unstructured
prune_ratio,0.1
model_name,googlenet
batchsz_arg,16
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
