,0
vm_percent,23.133333333333336
swap_percent,0.5
cpuloadavg_1min,11.3311767578125
cpuloadavg_5min,14.658610026041666
cpu_0,2764.2073333333333
cpu_1,2989.4156666666663
cpu_psi_total,662726698.0
mem_psi_total,106372648.0
io_psi_total,30456500526.666668
acc,71.40000462532043
prune_config,l1_unstructured
prune_ratio,0.6000000000000001
model_name,vgg16
batchsz_arg,16
num_workers_arg,4
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
