,vm_percent,swap_percent,cpuloadavg_1min,cpuloadavg_5min,cpu_0,cpu_1,cpu_psi_total,mem_psi_total,io_psi_total
0,6.0,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
1,7.1,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
2,7.1,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
3,7.2,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
4,7.3,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
5,7.3,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
6,7.5,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
7,7.5,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
8,7.5,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
9,7.5,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
10,7.6,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
11,7.6,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
12,7.6,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
13,7.6,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
14,7.6,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
15,7.6,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
16,7.6,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
17,7.6,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
18,7.6,0.0,3437.65869140625,3407.06787109375,1095262.9899999998,1053230.1709999994,2216074945.0,948192.0,81325898109.0
